Time,Voltage_1,Time 1,Voltage_2,Time 2,Voltage_0,MBP
12:41:17.429,2.704532,12:41:17.429,40.186999,12:41:17.429,0.00264,64
12:41:17.430,2.721416,12:41:17.430,40.170115,12:41:17.430,0.002969,64
12:41:17.431,2.7383,12:41:17.431,40.068811,12:41:17.431,0.001982,64
12:41:17.432,2.704532,12:41:17.432,40.001275,12:41:17.432,0.004284,64
12:41:17.433,2.7383,12:41:17.433,40.170115,12:41:17.433,0.001325,64
12:41:17.434,2.805836,12:41:17.434,40.136347,12:41:17.434,0.00264,64
12:41:17.435,2.772068,12:41:17.435,40.018159,12:41:17.435,0.001982,64
12:41:17.436,2.788952,12:41:17.436,40.068811,12:41:17.436,0.002311,64
12:41:17.437,2.7383,12:41:17.437,40.203883,12:41:17.437,0.003297,64
12:41:17.438,2.788952,12:41:17.438,40.102579,12:41:17.438,0.002311,64
12:41:17.439,2.873372,12:41:17.439,40.035043,12:41:17.439,0.003297,64
12:41:17.440,2.82272,12:41:17.440,40.018159,12:41:17.440,0.004612,64
12:41:17.441,2.772068,12:41:17.441,40.018159,12:41:17.441,0.003297,64
12:41:17.442,2.805836,12:41:17.442,40.170115,12:41:17.442,0.00264,64
12:41:17.443,2.82272,12:41:17.443,40.068811,12:41:17.443,0.003297,64
12:41:17.444,2.805836,12:41:17.444,39.849319,12:41:17.444,0.002969,64
12:41:17.445,2.7383,12:41:17.445,40.085695,12:41:17.445,0.003297,64
12:41:17.446,2.704532,12:41:17.446,40.018159,12:41:17.446,0.003626,64
12:41:17.447,2.788952,12:41:17.447,39.899971,12:41:17.447,0.002969,64
12:41:17.448,2.755184,12:41:17.448,39.883087,12:41:17.448,0.003626,64
12:41:17.449,2.772068,12:41:17.449,40.001275,12:41:17.449,0.002969,64
12:41:17.450,2.755184,12:41:17.450,39.933739,12:41:17.450,0.002311,64
12:41:17.451,2.721416,12:41:17.451,39.984391,12:41:17.451,0.004941,64
12:41:17.452,2.653881,12:41:17.452,39.899971,12:41:17.452,0.002969,64
12:41:17.453,2.704532,12:41:17.453,39.967507,12:41:17.453,0.003626,64
12:41:17.454,2.670765,12:41:17.454,40.051927,12:41:17.454,0.003297,64
12:41:17.455,2.7383,12:41:17.455,39.883087,12:41:17.455,0.003955,64
12:41:17.456,2.670765,12:41:17.456,39.899971,12:41:17.456,0.003297,64
12:41:17.457,2.586345,12:41:17.457,40.035043,12:41:17.457,0.004941,64
12:41:17.458,2.603229,12:41:17.458,40.018159,12:41:17.458,0.001982,64
12:41:17.459,2.586345,12:41:17.459,39.950623,12:41:17.459,0.003626,64
12:41:17.460,2.552577,12:41:17.460,39.984391,12:41:17.460,0.002969,64
12:41:17.461,2.485041,12:41:17.461,40.018159,12:41:17.461,0.00264,64
12:41:17.462,2.383737,12:41:17.462,40.102579,12:41:17.462,0.002311,64
12:41:17.463,2.485041,12:41:17.463,39.916855,12:41:17.463,0.002311,64
12:41:17.464,2.485041,12:41:17.464,39.967507,12:41:17.464,0.002969,64
12:41:17.465,2.434389,12:41:17.465,39.984391,12:41:17.465,0.001653,64
12:41:17.466,2.468157,12:41:17.466,40.136347,12:41:17.466,0.003297,64
12:41:17.467,2.485041,12:41:17.467,40.035043,12:41:17.467,0.001982,64
12:41:17.468,2.535693,12:41:17.468,39.967507,12:41:17.468,0.004284,64
12:41:17.469,2.485041,12:41:17.469,40.119463,12:41:17.469,0.004941,64
12:41:17.470,2.518809,12:41:17.470,40.153231,12:41:17.470,0.003297,64
12:41:17.471,2.552577,12:41:17.471,39.950623,12:41:17.471,0.003297,64
12:41:17.472,2.636997,12:41:17.472,39.916855,12:41:17.472,0.004941,64
12:41:17.473,2.603229,12:41:17.473,39.984391,12:41:17.473,0.003626,64
12:41:17.474,2.620113,12:41:17.474,40.051927,12:41:17.474,0.002969,64
12:41:17.475,2.704532,12:41:17.475,39.899971,12:41:17.475,0.00264,64
12:41:17.476,2.636997,12:41:17.476,39.849319,12:41:17.476,0.003955,64
12:41:17.477,2.670765,12:41:17.477,39.984391,12:41:17.477,0.003626,64
12:41:17.478,2.586345,12:41:17.478,40.051927,12:41:17.478,0.003297,64
12:41:17.479,2.670765,12:41:17.479,39.849319,12:41:17.479,0.001325,64
12:41:17.480,2.620113,12:41:17.480,39.899971,12:41:17.480,0.003297,64
12:41:17.481,2.552577,12:41:17.481,40.001275,12:41:17.481,0.001653,64
12:41:17.482,2.485041,12:41:17.482,39.984391,12:41:17.482,0.001653,64
12:41:17.483,2.501925,12:41:17.483,39.849319,12:41:17.483,0.003297,64
12:41:17.484,2.400621,12:41:17.484,39.815551,12:41:17.484,0.004941,64
12:41:17.485,2.417505,12:41:17.485,39.781783,12:41:17.485,0.001982,64
12:41:17.486,2.316201,12:41:17.486,39.984391,12:41:17.486,0.00264,64
12:41:17.487,2.265549,12:41:17.487,39.798667,12:41:17.487,0.001982,64
12:41:17.488,2.366853,12:41:17.488,39.764899,12:41:17.488,0.004284,64
12:41:17.489,2.265549,12:41:17.489,39.832435,12:41:17.489,0.003297,64
12:41:17.490,2.248665,12:41:17.490,39.849319,12:41:17.490,0.00264,64
12:41:17.491,2.214897,12:41:17.491,39.781783,12:41:17.491,0.000996,64
12:41:17.492,2.198013,12:41:17.492,39.748015,12:41:17.492,0.002311,64
12:41:17.493,2.282433,12:41:17.493,39.748015,12:41:17.493,0.00264,64
12:41:17.494,2.265549,12:41:17.494,39.866203,12:41:17.494,0.00264,64
12:41:17.495,2.265549,12:41:17.495,39.781783,12:41:17.495,0.00264,64
12:41:17.496,2.265549,12:41:17.496,39.764899,12:41:17.496,0.004284,64
12:41:17.497,2.282433,12:41:17.497,39.731131,12:41:17.497,0.003626,64
12:41:17.498,2.299317,12:41:17.498,39.815551,12:41:17.498,0.003297,64
12:41:17.499,2.282433,12:41:17.499,39.781783,12:41:17.499,0.002969,64
12:41:17.500,2.282433,12:41:17.500,39.646711,12:41:17.500,0.004284,64
12:41:17.501,2.248665,12:41:17.501,39.781783,12:41:17.501,0.003297,64
12:41:17.502,2.231781,12:41:17.502,39.832435,12:41:17.502,0.002969,64
12:41:17.503,2.316201,12:41:17.503,39.697363,12:41:17.503,0.002969,64
12:41:17.504,2.265549,12:41:17.504,39.629827,12:41:17.504,0.002311,64
12:41:17.505,2.349969,12:41:17.505,39.663595,12:41:17.505,0.003297,64
12:41:17.506,2.299317,12:41:17.506,39.866203,12:41:17.506,0.000338,64
12:41:17.507,2.316201,12:41:17.507,39.815551,12:41:17.507,0.001982,64
12:41:17.508,2.214897,12:41:17.508,39.596059,12:41:17.508,0.002311,64
12:41:17.509,2.299317,12:41:17.509,39.663595,12:41:17.509,0.002311,64
12:41:17.510,2.248665,12:41:17.510,39.697363,12:41:17.510,0.00264,64
12:41:17.511,2.282433,12:41:17.511,39.663595,12:41:17.511,0.003297,64
12:41:17.512,2.214897,12:41:17.512,39.562291,12:41:17.512,0.00264,64
12:41:17.513,2.366853,12:41:17.513,39.545407,12:41:17.513,0.002311,64
12:41:17.514,2.316201,12:41:17.514,39.528523,12:41:17.514,0.002969,64
12:41:17.515,2.282433,12:41:17.515,39.494756,12:41:17.515,0.00264,64
12:41:17.516,2.316201,12:41:17.516,39.444104,12:41:17.516,0.003297,64
12:41:17.517,2.299317,12:41:17.517,39.393452,12:41:17.517,0.003297,64
12:41:17.518,2.299317,12:41:17.518,39.579175,12:41:17.518,0.003297,64
12:41:17.519,2.265549,12:41:17.519,39.494756,12:41:17.519,0.003626,64
12:41:17.520,2.282433,12:41:17.520,39.477872,12:41:17.520,0.003297,64
12:41:17.521,2.248665,12:41:17.521,39.410336,12:41:17.521,0.003297,64
12:41:17.522,2.316201,12:41:17.522,39.494756,12:41:17.522,0.001982,64
12:41:17.523,2.265549,12:41:17.523,39.376568,12:41:17.523,0.003626,64
12:41:17.524,2.248665,12:41:17.524,39.460988,12:41:17.524,0.002311,64
12:41:17.525,2.316201,12:41:17.525,39.359684,12:41:17.525,0.002969,64
12:41:17.526,2.248665,12:41:17.526,39.359684,12:41:17.526,0.001653,64
12:41:17.527,2.231781,12:41:17.527,39.25838,12:41:17.527,0.003626,64
12:41:17.528,2.316201,12:41:17.528,39.207728,12:41:17.528,0.004284,64
12:41:17.529,2.265549,12:41:17.529,39.25838,12:41:17.529,0.003626,64
12:41:17.530,2.231781,12:41:17.530,39.359684,12:41:17.530,0.003626,64
12:41:17.531,2.316201,12:41:17.531,39.25838,12:41:17.531,0.002311,64
12:41:17.532,2.282433,12:41:17.532,39.207728,12:41:17.532,0.002311,64
12:41:17.533,2.366853,12:41:17.533,39.224612,12:41:17.533,0.002969,64
12:41:17.534,2.349969,12:41:17.534,39.309032,12:41:17.534,0.002969,64
12:41:17.535,2.400621,12:41:17.535,39.3428,12:41:17.535,0.001982,64
12:41:17.536,2.400621,12:41:17.536,39.190844,12:41:17.536,0.002969,64
12:41:17.537,2.383737,12:41:17.537,39.224612,12:41:17.537,0.001325,64
12:41:17.538,2.400621,12:41:17.538,39.241496,12:41:17.538,0.002311,64
12:41:17.539,2.333085,12:41:17.539,39.292148,12:41:17.539,0.003955,64
12:41:17.540,2.400621,12:41:17.540,39.190844,12:41:17.540,0.001982,64
12:41:17.541,2.366853,12:41:17.541,39.157076,12:41:17.541,0.002969,64
12:41:17.542,2.316201,12:41:17.542,39.25838,12:41:17.542,0.002969,64
12:41:17.543,2.316201,12:41:17.543,39.123308,12:41:17.543,0.002969,64
12:41:17.544,2.349969,12:41:17.544,39.123308,12:41:17.544,0.002969,64
12:41:17.545,2.333085,12:41:17.545,39.123308,12:41:17.545,0.001982,64
12:41:17.546,2.316201,12:41:17.546,39.072656,12:41:17.546,0.002311,64
12:41:17.547,2.299317,12:41:17.547,39.055772,12:41:17.547,0.003297,64
12:41:17.548,2.316201,12:41:17.548,39.022004,12:41:17.548,0.002311,64
12:41:17.549,2.383737,12:41:17.549,39.08954,12:41:17.549,0.003955,64
12:41:17.550,2.299317,12:41:17.550,39.08954,12:41:17.550,0.002969,64
12:41:17.551,2.316201,12:41:17.551,39.17396,12:41:17.551,0.003297,64
12:41:17.552,2.316201,12:41:17.552,38.954468,12:41:17.552,0.002969,64
12:41:17.553,2.417505,12:41:17.553,39.055772,12:41:17.553,0.001982,64
12:41:17.554,2.434389,12:41:17.554,39.038888,12:41:17.554,0.004941,64
12:41:17.555,2.417505,12:41:17.555,39.022004,12:41:17.555,0.002311,64
12:41:17.556,2.383737,12:41:17.556,38.988236,12:41:17.556,0.003626,64
12:41:17.557,2.485041,12:41:17.557,38.954468,12:41:17.557,0.003297,64
12:41:17.558,2.434389,12:41:17.558,39.038888,12:41:17.558,0.002969,64
12:41:17.559,2.383737,12:41:17.559,38.954468,12:41:17.559,0.004284,64
12:41:17.560,2.434389,12:41:17.560,38.9207,12:41:17.560,0.003297,64
12:41:17.561,2.400621,12:41:17.561,38.870048,12:41:17.561,0.00264,64
12:41:17.562,2.349969,12:41:17.562,38.971352,12:41:17.562,0.003297,64
12:41:17.563,2.333085,12:41:17.563,38.988236,12:41:17.563,0.00264,64
12:41:17.564,2.383737,12:41:17.564,38.785628,12:41:17.564,0.003297,64
12:41:17.565,2.417505,12:41:17.565,38.819396,12:41:17.565,0.001982,64
12:41:17.566,2.349969,12:41:17.566,38.9207,12:41:17.566,0.002311,64
12:41:17.567,2.400621,12:41:17.567,38.9207,12:41:17.567,0.00264,64
12:41:17.568,2.333085,12:41:17.568,38.75186,12:41:17.568,0.002969,64
12:41:17.569,2.417505,12:41:17.569,38.768744,12:41:17.569,0.001325,64
12:41:17.570,2.316201,12:41:17.570,38.886932,12:41:17.570,0.003297,64
12:41:17.571,2.349969,12:41:17.571,38.870048,12:41:17.571,0.003297,64
12:41:17.572,2.349969,12:41:17.572,38.802512,12:41:17.572,0.003297,64
12:41:17.573,2.400621,12:41:17.573,38.768744,12:41:17.573,0.003297,64
12:41:17.574,2.349969,12:41:17.574,38.954468,12:41:17.574,0.001653,64
12:41:17.575,2.333085,12:41:17.575,38.903816,12:41:17.575,0.003297,64
12:41:17.576,2.282433,12:41:17.576,38.870048,12:41:17.576,0.002969,64
12:41:17.577,2.333085,12:41:17.577,38.75186,12:41:17.577,0.00264,64
12:41:17.578,2.299317,12:41:17.578,38.886932,12:41:17.578,0.003297,64
12:41:17.579,2.265549,12:41:17.579,38.83628,12:41:17.579,0.001653,64
12:41:17.580,2.282433,12:41:17.580,38.768744,12:41:17.580,0.003297,64
12:41:17.581,2.231781,12:41:17.581,38.785628,12:41:17.581,0.004612,64
12:41:17.582,2.147361,12:41:17.582,38.819396,12:41:17.582,0.002311,64
12:41:17.583,2.198013,12:41:17.583,38.75186,12:41:17.583,0.001653,64
12:41:17.584,2.147361,12:41:17.584,38.684324,12:41:17.584,0.002311,64
12:41:17.585,2.164245,12:41:17.585,38.66744,12:41:17.585,0.001982,64
12:41:17.586,2.113593,12:41:17.586,38.75186,12:41:17.586,0.00264,64
12:41:17.587,1.995405,12:41:17.587,38.785628,12:41:17.587,0.002969,64
12:41:17.588,2.062941,12:41:17.588,38.650556,12:41:17.588,0.002311,64
12:41:17.589,2.096709,12:41:17.589,38.566136,12:41:17.589,0.002311,64
12:41:17.590,2.012289,12:41:17.590,38.633672,12:41:17.590,0.002969,64
12:41:17.591,2.012289,12:41:17.591,38.75186,12:41:17.591,0.001982,64
12:41:17.592,2.079825,12:41:17.592,38.58302,12:41:17.592,0.001982,64
