Time,Voltage_1,Time 1,Voltage_2,Time 2,Voltage_0
12:59:10.950,1.927869,12:59:10.950,35.949117,12:59:10.950,0.004284
12:59:10.951,1.843449,12:59:10.951,36.067305,12:59:10.951,0.002969
12:59:10.952,1.944753,12:59:10.952,35.932233,12:59:10.952,0.003626
12:59:10.953,1.944753,12:59:10.953,35.814045,12:59:10.953,0.003626
12:59:10.954,1.944753,12:59:10.954,35.915349,12:59:10.954,0.000996
12:59:10.955,1.843449,12:59:10.955,36.084189,12:59:10.955,0.002311
12:59:10.956,1.961637,12:59:10.956,35.949117,12:59:10.956,0.001982
12:59:10.957,1.995405,12:59:10.957,35.814045,12:59:10.957,0.002969
12:59:10.958,1.910985,12:59:10.958,35.830929,12:59:10.958,0.002969
12:59:10.959,1.843449,12:59:10.959,36.033537,12:59:10.959,0.001653
12:59:10.960,1.944753,12:59:10.960,35.814045,12:59:10.960,0.002969
12:59:10.961,1.894101,12:59:10.961,35.780277,12:59:10.961,0.00264
12:59:10.962,1.927869,12:59:10.962,35.763393,12:59:10.962,0.003297
12:59:10.963,1.826565,12:59:10.963,35.898465,12:59:10.963,0.002311
12:59:10.964,1.978521,12:59:10.964,35.763393,12:59:10.964,0.001982
12:59:10.965,1.961637,12:59:10.965,35.830929,12:59:10.965,0.004612
12:59:10.966,1.978521,12:59:10.966,35.847813,12:59:10.966,0.003297
12:59:10.967,1.792797,12:59:10.967,35.915349,12:59:10.967,0.003955
12:59:10.968,1.927869,12:59:10.968,35.915349,12:59:10.968,0.002311
12:59:10.969,1.961637,12:59:10.969,35.763393,12:59:10.969,0.001325
12:59:10.970,2.012289,12:59:10.970,35.797161,12:59:10.970,0.002969
12:59:10.971,1.961637,12:59:10.971,35.932233,12:59:10.971,0.001325
12:59:10.972,2.029173,12:59:10.972,35.830929,12:59:10.972,0.001325
12:59:10.973,1.978521,12:59:10.973,35.729625,12:59:10.973,0.001982
12:59:10.974,2.012289,12:59:10.974,35.780277,12:59:10.974,0.004612
12:59:10.975,1.944753,12:59:10.975,35.949117,12:59:10.975,0.002311
12:59:10.976,1.978521,12:59:10.976,35.780277,12:59:10.976,0.002311
12:59:10.977,2.012289,12:59:10.977,35.746509,12:59:10.977,0.003297
12:59:10.978,2.012289,12:59:10.978,35.678973,12:59:10.978,0.000996
12:59:10.979,1.894101,12:59:10.979,35.814045,12:59:10.979,0.003955
12:59:10.980,1.995405,12:59:10.980,35.662089,12:59:10.980,0.003626
12:59:10.981,1.961637,12:59:10.981,35.678973,12:59:10.981,0.003955
12:59:10.982,1.944753,12:59:10.982,35.628321,12:59:10.982,0.00527
12:59:10.983,1.910985,12:59:10.983,35.780277,12:59:10.983,0.00264
12:59:10.984,1.927869,12:59:10.984,35.662089,12:59:10.984,0.003297
12:59:10.985,1.978521,12:59:10.985,35.662089,12:59:10.985,0.003297
12:59:10.986,1.944753,12:59:10.986,35.645205,12:59:10.986,0.002311
12:59:10.987,1.910985,12:59:10.987,35.780277,12:59:10.987,0.003297
12:59:10.988,1.978521,12:59:10.988,35.678973,12:59:10.988,0.003297
12:59:10.989,2.046057,12:59:10.989,35.577669,12:59:10.989,0.003626
12:59:10.990,2.062941,12:59:10.990,35.527017,12:59:10.990,0.00264
12:59:10.991,2.029173,12:59:10.991,35.678973,12:59:10.991,0.002311
12:59:10.992,2.029173,12:59:10.992,35.678973,12:59:10.992,0.002969
12:59:10.993,2.130477,12:59:10.993,35.560785,12:59:10.993,0.00264
12:59:10.994,2.029173,12:59:10.994,35.527017,12:59:10.994,0.002969
12:59:10.995,1.927869,12:59:10.995,35.763393,12:59:10.995,0.004284
12:59:10.996,2.046057,12:59:10.996,35.662089,12:59:10.996,0.002969
12:59:10.997,2.062941,12:59:10.997,35.510133,12:59:10.997,0.00264
12:59:10.998,2.046057,12:59:10.998,35.510133,12:59:10.998,0.003626
12:59:10.999,2.029173,12:59:10.999,35.628321,12:59:10.999,0.00264
12:59:11.000,2.012289,12:59:11.000,35.594553,12:59:11.000,0.003626
12:59:11.001,2.062941,12:59:11.001,35.527017,12:59:11.001,0.001325
12:59:11.002,2.012289,12:59:11.002,35.442597,12:59:11.002,0.001653
12:59:11.003,1.927869,12:59:11.003,35.645205,12:59:11.003,0.002969
12:59:11.004,1.978521,12:59:11.004,35.594553,12:59:11.004,0.001325
12:59:11.005,1.961637,12:59:11.005,35.459481,12:59:11.005,0.00264
12:59:11.006,1.927869,12:59:11.006,35.510133,12:59:11.006,0.001982
12:59:11.007,1.927869,12:59:11.007,35.543901,12:59:11.007,0.004284
12:59:11.008,2.012289,12:59:11.008,35.560785,12:59:11.008,0.003626
12:59:11.009,2.062941,12:59:11.009,35.543901,12:59:11.009,0.003955
12:59:11.010,2.096709,12:59:11.010,35.391945,12:59:11.010,0.003626
12:59:11.011,1.995405,12:59:11.011,35.611437,12:59:11.011,0.002969
12:59:11.012,2.029173,12:59:11.012,35.594553,12:59:11.012,0.004284
12:59:11.013,2.062941,12:59:11.013,35.510133,12:59:11.013,0.002969
12:59:11.014,2.062941,12:59:11.014,35.527017,12:59:11.014,0.00527
12:59:11.015,2.046057,12:59:11.015,35.560785,12:59:11.015,1.667019
12:59:11.016,1.978521,12:59:11.016,35.510133,12:59:11.016,5.478773
12:59:11.017,2.062941,12:59:11.017,35.375061,12:59:11.017,5.941719
12:59:11.018,2.062941,12:59:11.018,35.375061,12:59:11.018,5.940075
12:59:11.019,1.944753,12:59:11.019,35.476365,12:59:11.019,5.944021
12:59:11.020,1.978521,12:59:11.020,35.510133,12:59:11.020,5.954871
12:59:11.021,1.927869,12:59:11.021,35.290641,12:59:11.021,5.973284
12:59:11.022,2.012289,12:59:11.022,35.239989,12:59:11.022,5.975585
12:59:11.023,1.944753,12:59:11.023,35.442597,12:59:11.023,5.982161
12:59:11.024,1.910985,12:59:11.024,35.324409,12:59:11.024,5.989724
12:59:11.025,1.961637,12:59:11.025,35.239989,12:59:11.025,5.965393
12:59:11.026,1.995405,12:59:11.026,35.206221,12:59:11.026,5.941719
12:59:11.027,2.062941,12:59:11.027,35.425713,12:59:11.027,5.942377
12:59:11.028,2.231781,12:59:11.028,35.341293,12:59:11.028,5.948624
12:59:11.029,2.7383,12:59:11.029,35.273757,12:59:11.029,5.954542
12:59:11.030,3.66692,12:59:11.030,35.189337,12:59:11.030,6.005177
12:59:11.031,5.304668,12:59:11.031,35.442597,12:59:11.031,6.041016
12:59:11.032,8.495743,12:59:11.032,35.408829,12:59:11.032,6.034111
12:59:11.033,12.83493,12:59:11.033,35.290641,12:59:11.033,6.032796
12:59:11.034,17.86636,12:59:11.034,35.273757,12:59:11.034,6.031481
12:59:11.035,23.134166,12:59:11.035,35.442597,12:59:11.035,6.033125
12:59:11.036,28.840956,12:59:11.036,35.425713,12:59:11.036,6.018329
12:59:11.037,35.003614,12:59:11.037,35.307525,12:59:11.037,5.978873
12:59:11.038,41.723442,12:59:11.038,35.239989,12:59:11.038,5.978873
12:59:11.039,49.067979,12:59:11.039,35.391945,12:59:11.039,5.98512
12:59:11.040,56.935918,12:59:11.040,35.290641,12:59:11.040,6.029508
12:59:11.041,64.753205,12:59:11.041,35.138686,12:59:11.041,6.046605
12:59:11.042,72.570491,12:59:11.042,35.138686,12:59:11.042,6.04003
12:59:11.043,79.98256,12:59:11.043,35.273757,12:59:11.043,6.030166
12:59:11.044,85.942607,12:59:11.044,35.341293,12:59:11.044,6.02359
12:59:11.045,89.251868,12:59:11.045,35.172453,12:59:11.045,5.999259
