Time,Voltage_1,Time 1,Voltage_2,Time 2,Voltage_0,SBP,DBP,MBP
16:20:23.743,14.320721,16:20:23.743,59.367212,16:20:23.743,0.001653,108,40,58
16:20:23.744,14.236301,16:20:23.744,59.384096,16:20:23.744,0.002311,108,40,58
16:20:23.745,13.983041,16:20:23.745,59.367212,16:20:23.745,0.002311,108,40,58
16:20:23.746,13.594709,16:20:23.746,58.928229,16:20:23.746,0.001982,108,40,58
16:20:23.747,12.970002,16:20:23.747,58.742505,16:20:23.747,0.001982,108,40,58
16:20:23.748,12.176454,16:20:23.748,58.725621,16:20:23.748,0.001653,108,40,58
16:20:23.749,11.163414,16:20:23.749,58.877577,16:20:23.749,0.003297,108,40,58
16:20:23.750,10.116607,16:20:23.750,58.573665,16:20:23.750,0.00264,108,40,58
16:20:23.751,9.036031,16:20:23.751,58.455477,16:20:23.751,0.001325,108,40,58
16:20:23.752,7.921687,16:20:23.752,58.607433,16:20:23.752,0.001653,108,40,58
16:20:23.753,6.824227,16:20:23.753,58.877577,16:20:23.753,0.000996,108,40,58
16:20:23.754,5.878724,16:20:23.754,58.843809,16:20:23.754,0.003297,108,40,58
16:20:23.755,5.051408,16:20:23.755,58.708737,16:20:23.755,0.002311,108,40,58
16:20:23.756,4.190324,16:20:23.756,58.945113,16:20:23.756,0.002311,108,40,58
16:20:23.757,3.481196,16:20:23.757,59.249024,16:20:23.757,0.000996,108,40,58
16:20:23.758,2.99156,16:20:23.758,59.113952,16:20:23.758,0.000996,108,40,58
16:20:23.759,2.586345,16:20:23.759,59.130836,16:20:23.759,0.001653,108,40,58
16:20:23.760,2.282433,16:20:23.760,59.181488,16:20:23.760,0.001653,108,40,58
16:20:23.761,2.181129,16:20:23.761,59.31656,16:20:23.761,0.002311,108,40,58
16:20:23.762,2.383737,16:20:23.762,59.164604,16:20:23.762,0.00264,108,40,58
16:20:23.763,2.687649,16:20:23.763,58.843809,16:20:23.763,0.001982,108,40,58
16:20:23.764,3.07598,16:20:23.764,58.860693,16:20:23.764,0.001982,108,40,58
16:20:23.765,3.599384,16:20:23.765,58.945113,16:20:23.765,0.002311,108,40,58
16:20:23.766,4.25786,16:20:23.766,58.573665,16:20:23.766,0.003626,108,40,58
16:20:23.767,5.135828,16:20:23.767,58.404825,16:20:23.767,0.002311,108,40,58
16:20:23.768,6.03068,16:20:23.768,58.303521,16:20:23.768,0.003955,108,40,58
16:20:23.769,6.857995,16:20:23.769,58.489245,16:20:23.769,0.00264,108,40,58
16:20:23.770,7.820383,16:20:23.770,58.219101,16:20:23.770,0.003626,108,40,58
16:20:23.771,8.681467,16:20:23.771,58.151565,16:20:23.771,0.002311,108,40,58
