Time,Voltage_1,Time 1,Voltage_2,Time 2,Voltage_0,SBP,DBP,MBP
17:20:19.576,23.471846,17:20:19.576,22.779602,17:20:19.576,5.104273,123,51,74
17:20:19.577,26.882413,17:20:19.577,22.745834,17:20:19.577,5.101314,123,51,74
17:20:19.578,30.495587,17:20:19.578,22.81337,17:20:19.578,5.099012,123,51,74
17:20:19.579,34.699702,17:20:19.579,22.880906,17:20:19.579,5.097368,123,51,74
17:20:19.580,39.224612,17:20:19.580,22.830254,17:20:19.580,5.096053,123,51,74
17:20:19.581,44.070317,17:20:19.581,22.712066,17:20:19.581,5.098026,123,51,74
17:20:19.582,49.152398,17:20:19.582,22.695182,17:20:19.582,5.092108,123,51,74
17:20:19.583,53.879916,17:20:19.583,22.745834,17:20:19.583,5.079284,123,51,74
17:20:19.584,57.982725,17:20:19.584,22.644531,17:20:19.584,5.077969,123,51,74
17:20:19.585,61.866043,17:20:19.585,22.610763,17:20:19.585,5.080928,123,51,74
17:20:19.586,65.462332,17:20:19.586,22.644531,17:20:19.586,5.083559,123,51,74
17:20:19.587,67.707902,17:20:19.587,22.745834,17:20:19.587,5.086847,123,51,74
17:20:19.588,67.775438,17:20:19.588,22.627647,17:20:19.588,5.103615,123,51,74
17:20:19.589,66.036388,17:20:19.589,22.678298,17:20:19.589,5.103944,123,51,74
17:20:19.590,62.592054,17:20:19.590,22.72895,17:20:19.590,5.099341,123,51,74
17:20:19.591,57.391786,17:20:19.591,22.712066,17:20:19.591,5.095396,123,51,74
17:20:19.592,50.46935,17:20:19.592,22.593879,17:20:19.592,5.090792,123,51,74
17:20:19.593,42.584526,17:20:19.593,22.72895,17:20:19.593,5.088162,123,51,74
17:20:19.594,36.050421,17:20:19.594,22.89779,17:20:19.594,5.086847,123,51,74
17:20:19.595,32.352827,17:20:19.595,22.880906,17:20:19.595,5.084216,123,51,74
17:20:19.596,29.077332,17:20:19.596,22.89779,17:20:19.596,5.083559,123,51,74
17:20:19.597,26.325241,17:20:19.597,22.914674,17:20:19.597,5.08323,123,51,74
17:20:19.598,25.599229,17:20:19.598,22.948442,17:20:19.598,5.084216,123,51,74
17:20:19.599,26.240821,17:20:19.599,23.032862,17:20:19.599,5.081915,123,51,74
17:20:19.600,28.283784,17:20:19.600,22.914674,17:20:19.600,5.082572,123,51,74
17:20:19.601,31.018991,17:20:19.601,22.965326,17:20:19.601,5.082901,123,51,74
17:20:19.602,33.771082,17:20:19.602,22.98221,17:20:19.602,5.078298,123,51,74
17:20:19.603,36.354333,17:20:19.603,22.98221,17:20:19.603,5.069092,123,51,74
17:20:19.604,38.363528,17:20:19.604,22.931558,17:20:19.604,5.062516,123,51,74
17:20:19.605,40.592215,17:20:19.605,22.847138,17:20:19.605,5.06416,123,51,74
17:20:19.606,42.871554,17:20:19.606,23.015978,17:20:19.606,5.068434,123,51,74
17:20:19.607,43.800173,17:20:19.607,23.201702,17:20:19.607,5.072051,123,51,74
17:20:19.608,43.091046,17:20:19.608,23.134166,17:20:19.608,5.074024,123,51,74
17:20:19.609,42.314382,17:20:19.609,23.15105,17:20:19.609,5.078298,123,51,74
17:20:19.610,41.976702,17:20:19.610,23.31989,17:20:19.610,5.094409,123,51,74
17:20:19.611,41.166271,17:20:19.611,23.387426,17:20:19.611,5.097697,123,51,74
17:20:19.612,39.883087,17:20:19.612,23.303006,17:20:19.612,5.093094,123,51,74
17:20:19.613,39.038888,17:20:19.613,23.336774,17:20:19.613,5.087833,123,51,74
17:20:19.614,39.123308,17:20:19.614,23.336774,17:20:19.614,5.087504,123,51,74
17:20:19.615,40.018159,17:20:19.615,23.471846,17:20:19.615,5.084216,123,51,74
17:20:19.616,41.301343,17:20:19.616,23.57315,17:20:19.616,5.079613,123,51,74
17:20:19.617,42.652062,17:20:19.617,23.471846,17:20:19.617,5.076983,123,51,74
17:20:19.618,44.120969,17:20:19.618,23.522498,17:20:19.618,5.07501,123,51,74
17:20:19.619,45.505456,17:20:19.619,23.640686,17:20:19.619,5.073695,123,51,74
17:20:19.620,46.45096,17:20:19.620,23.623802,17:20:19.620,5.072051,123,51,74
17:20:19.621,47.244508,17:20:19.621,23.775758,17:20:19.621,5.072051,123,51,74
17:20:19.622,47.548419,17:20:19.622,23.860178,17:20:19.622,5.072709,123,51,74
17:20:19.623,47.430231,17:20:19.623,24.096554,17:20:19.623,5.072051,123,51,74
17:20:19.624,46.687336,17:20:19.624,24.16409,17:20:19.624,5.07238,123,51,74
17:20:19.625,45.454805,17:20:19.625,24.282278,17:20:19.625,5.071722,123,51,74
17:20:19.626,43.766405,17:20:19.626,24.484886,17:20:19.626,5.073037,123,51,74
17:20:19.627,41.858514,17:20:19.627,24.636842,17:20:19.627,5.074681,123,51,74
17:20:19.628,39.562291,17:20:19.628,24.603074,17:20:19.628,5.07501,123,51,74
17:20:19.629,37.519328,17:20:19.629,24.518654,17:20:19.629,5.07764,123,51,74
17:20:19.630,36.050421,17:20:19.630,24.619958,17:20:19.630,5.075668,123,51,74
17:20:19.631,35.104918,17:20:19.631,24.704378,17:20:19.631,5.067448,123,51,74
17:20:19.632,34.446442,17:20:19.632,24.619958,17:20:19.632,5.062187,123,51,74
17:20:19.633,34.378906,17:20:19.633,24.603074,17:20:19.633,5.065804,123,51,74
17:20:19.634,34.682818,17:20:19.634,24.603074,17:20:19.634,5.069749,123,51,74
17:20:19.635,35.425713,17:20:19.635,24.805682,17:20:19.635,5.075339,123,51,74
17:20:19.636,35.982885,17:20:19.636,24.771914,17:20:19.636,5.079942,123,51,74
17:20:19.637,36.556941,17:20:19.637,24.738146,17:20:19.637,5.093094,123,51,74
17:20:19.638,37.40114,17:20:19.638,24.957638,17:20:19.638,5.098684,123,51,74
17:20:19.639,38.295992,17:20:19.639,25.278434,17:20:19.639,5.095067,123,51,74
17:20:19.640,38.853164,17:20:19.640,25.34597,17:20:19.640,5.092765,123,51,74
17:20:19.641,39.376568,17:20:19.641,25.565461,17:20:19.641,5.089806,123,51,74
17:20:19.642,39.748015,17:20:19.642,25.700533,17:20:19.642,5.088162,123,51,74
17:20:19.643,40.051927,17:20:19.643,26.038213,17:20:19.643,5.088162,123,51,74
17:20:19.644,40.068811,17:20:19.644,26.139517,17:20:19.644,5.087833,123,51,74
17:20:19.645,39.967507,17:20:19.645,26.207053,17:20:19.645,5.086518,123,51,74
17:20:19.646,40.068811,17:20:19.646,26.409661,17:20:19.646,5.086518,123,51,74
17:20:19.647,40.625983,17:20:19.647,26.646037,17:20:19.647,5.087504,123,51,74
17:20:19.648,41.250691,17:20:19.648,26.629153,17:20:19.648,5.08882,123,51,74
17:20:19.649,42.229962,17:20:19.649,26.831761,17:20:19.649,0.680623,123,51,74
17:20:19.650,42.77025,17:20:19.650,26.899297,17:20:19.650,0.567845,123,51,74
17:20:19.651,42.804018,17:20:19.651,26.983717,17:20:19.651,0.341631,123,51,74
17:20:19.652,41.909166,17:20:19.652,27.169441,17:20:19.652,0.161778,123,51,74
17:20:19.653,40.710403,17:20:19.653,27.355165,17:20:19.653,0.014476,123,51,74
17:20:19.654,38.988236,17:20:19.654,27.659077,17:20:19.654,-0.031555,123,51,74
17:20:19.655,36.928389,17:20:19.655,28.09806,17:20:19.655,-0.018075,123,51,74
17:20:19.656,34.834774,17:20:19.656,28.368204,17:20:19.656,0.004284,123,51,74
17:20:19.657,33.011302,17:20:19.657,28.537044,17:20:19.657,0.001325,123,51,74
17:20:19.658,31.660583,17:20:19.658,29.009796,17:20:19.658,0.00264,123,51,74
17:20:19.659,31.221599,17:20:19.659,29.347476,17:20:19.659,0.0079,123,51,74
17:20:19.660,31.272251,17:20:19.660,29.44878,17:20:19.660,0.012832,123,51,74
17:20:19.661,31.643699,17:20:19.661,29.550084,17:20:19.661,0.019737,123,51,74
17:20:19.662,32.420363,17:20:19.662,29.685156,17:20:19.662,0.023354,123,51,74
17:20:19.663,32.842463,17:20:19.663,29.887764,17:20:19.663,0.024669,123,51,74
17:20:19.664,32.251523,17:20:19.664,29.634504,17:20:19.664,0.021381,123,51,74
17:20:19.665,30.816383,17:20:19.665,29.398128,17:20:19.665,0.018422,123,51,74
17:20:19.666,28.655232,17:20:19.666,29.127984,17:20:19.666,0.014148,123,51,74
17:20:19.667,27.101905,17:20:19.667,29.1111,17:20:19.667,0.007572,123,51,74
17:20:19.668,25.768069,17:20:19.668,29.1111,17:20:19.668,0.001982,123,51,74
17:20:19.669,24.468002,17:20:19.669,28.959144,17:20:19.669,0.002311,123,51,74
17:20:19.670,23.708222,17:20:19.670,29.161752,17:20:19.670,0.001982,123,51,74
17:20:19.671,23.387426,17:20:19.671,29.44878,17:20:19.671,0.003297,123,51,74
17:20:19.672,23.032862,17:20:19.672,29.499432,17:20:19.672,0.000009,123,51,74
