Time,Voltage_1,Time 1,Voltage_2,Time 2,Voltage_0,SBP,DBP,MBP
16:41:25.152,4.51112,16:41:25.152,40.338955,16:41:25.152,0.002311,126,49,71
16:41:25.153,4.4267,16:41:25.153,40.423375,16:41:25.153,0.001653,126,49,71
16:41:25.154,4.51112,16:41:25.154,40.153231,16:41:25.154,0.002311,126,49,71
16:41:25.155,4.528004,16:41:25.155,40.186999,16:41:25.155,0.001982,126,49,71
16:41:25.156,4.4267,16:41:25.156,40.305187,16:41:25.156,0.001982,126,49,71
16:41:25.157,4.4267,16:41:25.157,40.423375,16:41:25.157,0.001982,126,49,71
16:41:25.158,4.477352,16:41:25.158,40.186999,16:41:25.158,0.002311,126,49,71
16:41:25.159,4.477352,16:41:25.159,40.203883,16:41:25.159,0.000667,126,49,71
16:41:25.160,4.392932,16:41:25.160,40.186999,16:41:25.160,0.001653,126,49,71
16:41:25.161,4.409816,16:41:25.161,40.372723,16:41:25.161,0.00264,126,49,71
16:41:25.162,4.4267,16:41:25.162,40.018159,16:41:25.162,0.001982,126,49,71
16:41:25.163,4.443584,16:41:25.163,40.119463,16:41:25.163,0.001982,126,49,71
16:41:25.164,4.409816,16:41:25.164,40.153231,16:41:25.164,0.003297,126,49,71
16:41:25.165,4.392932,16:41:25.165,40.203883,16:41:25.165,0.001653,126,49,71
16:41:25.166,4.544888,16:41:25.166,39.967507,16:41:25.166,0.002311,126,49,71
16:41:25.167,4.561772,16:41:25.167,39.967507,16:41:25.167,0.002311,126,49,71
16:41:25.168,4.51112,16:41:25.168,40.186999,16:41:25.168,0.002969,126,49,71
16:41:25.169,4.477352,16:41:25.169,40.271419,16:41:25.169,0.000996,126,49,71
16:41:25.170,4.528004,16:41:25.170,40.051927,16:41:25.170,0.001653,126,49,71
16:41:25.171,4.578656,16:41:25.171,39.967507,16:41:25.171,0.001325,126,49,71
16:41:25.172,4.51112,16:41:25.172,40.186999,16:41:25.172,0.002969,126,49,71
16:41:25.173,4.528004,16:41:25.173,40.170115,16:41:25.173,0.002969,126,49,71
16:41:25.174,4.544888,16:41:25.174,39.984391,16:41:25.174,0.001982,126,49,71
16:41:25.175,4.578656,16:41:25.175,39.849319,16:41:25.175,0.001325,126,49,71
16:41:25.176,4.443584,16:41:25.176,40.085695,16:41:25.176,0.002311,126,49,71
16:41:25.177,4.460468,16:41:25.177,40.170115,16:41:25.177,0.001653,126,49,71
16:41:25.178,4.528004,16:41:25.178,39.967507,16:41:25.178,0.001982,126,49,71
16:41:25.179,4.477352,16:41:25.179,39.849319,16:41:25.179,0.000996,126,49,71
16:41:25.180,4.494236,16:41:25.180,39.950623,16:41:25.180,0.001653,126,49,71
16:41:25.181,4.443584,16:41:25.181,40.085695,16:41:25.181,0.001653,126,49,71
