Time,Voltage_1,Time 1,Voltage_2,Time 2,Voltage_0,SBP,DBP,MBP
16:28:14.263,27.912337,16:28:14.263,68.50145,16:28:14.263,0.001653,131,47,68
16:28:14.264,27.591541,16:28:14.264,68.130002,16:28:14.264,-0.000319,131,47,68
16:28:14.265,27.929221,16:28:14.265,67.961162,16:28:14.265,0.002311,131,47,68
16:28:14.266,29.060448,16:28:14.266,67.99493,16:28:14.266,0.000996,131,47,68
16:28:14.267,29.989068,16:28:14.267,67.91051,16:28:14.267,0.000996,131,47,68
16:28:14.268,30.309864,16:28:14.268,67.572831,16:28:14.268,0.002311,131,47,68
16:28:14.269,30.360516,16:28:14.269,67.505295,16:28:14.269,0.002311,131,47,68
16:28:14.270,30.005952,16:28:14.270,67.640367,16:28:14.270,0.001325,131,47,68
16:28:14.271,29.263056,16:28:14.271,67.674134,16:28:14.271,0.002311,131,47,68
16:28:14.272,28.216248,16:28:14.272,67.353339,16:28:14.272,0.001982,131,47,68
16:28:14.273,27.051253,16:28:14.273,67.268919,16:28:14.273,0.004612,131,47,68
16:28:14.274,26.071981,16:28:14.274,67.319571,16:28:14.274,0.003297,131,47,68
16:28:14.275,25.329086,16:28:14.275,67.606599,16:28:14.275,0.00264,131,47,68
16:28:14.276,24.873218,16:28:14.276,67.707902,16:28:14.276,0.003955,131,47,68
16:28:14.277,24.788798,16:28:14.277,67.893626,16:28:14.277,0.00264,131,47,68
16:28:14.278,24.619958,16:28:14.278,68.315726,16:28:14.278,0.00264,131,47,68
16:28:14.279,24.316046,16:28:14.279,68.50145,16:28:14.279,0.001982,131,47,68
16:28:14.280,23.606918,16:28:14.280,68.298842,16:28:14.280,0.001982,131,47,68
16:28:14.281,21.141855,16:28:14.281,68.281958,16:28:14.281,0.001325,131,47,68
16:28:14.282,15.688325,16:28:14.282,68.400146,16:28:14.282,0.001653,131,47,68
16:28:14.283,9.643855,16:28:14.283,68.315726,16:28:14.283,0.001982,131,47,68
16:28:14.284,4.207208,16:28:14.284,67.792322,16:28:14.284,0.001653,131,47,68
16:28:14.285,-0.739803,16:28:14.285,67.572831,16:28:14.285,0.004284,131,47,68
16:28:14.286,-3.238634,16:28:14.286,67.555947,16:28:14.286,0.001325,131,47,68
16:28:14.287,-3.424358,16:28:14.287,67.336455,16:28:14.287,0.00264,131,47,68
16:28:14.288,-3.458126,16:28:14.288,66.779283,16:28:14.288,0.002311,131,47,68
16:28:14.289,-3.441242,16:28:14.289,66.458487,16:28:14.289,0.003955,131,47,68
16:28:14.290,-3.458126,16:28:14.290,66.441603,16:28:14.290,0.003955,131,47,68
16:28:14.291,-3.441242,16:28:14.291,66.306531,16:28:14.291,0.002311,131,47,68
16:28:14.292,-3.441242,16:28:14.292,65.951968,16:28:14.292,0.003297,131,47,68
16:28:14.293,-3.441242,16:28:14.293,65.816896,16:28:14.293,0.001653,131,47,68
16:28:14.294,-3.424358,16:28:14.294,65.951968,16:28:14.294,0.003955,131,47,68
16:28:14.295,-3.441242,16:28:14.295,65.9182,16:28:14.295,0.000667,131,47,68
16:28:14.296,-3.424358,16:28:14.296,65.83378,16:28:14.296,0.002311,131,47,68
16:28:14.297,-3.424358,16:28:14.297,65.800012,16:28:14.297,0.003297,131,47,68
16:28:14.298,-3.373706,16:28:14.298,65.9182,16:28:14.298,0.001982,131,47,68
16:28:14.299,-3.272402,16:28:14.299,66.205228,16:28:14.299,0.003955,131,47,68
16:28:14.300,-2.698346,16:28:14.300,65.985736,16:28:14.300,0.002311,131,47,68
16:28:14.301,-1.026831,16:28:14.301,66.036388,16:28:14.301,0.000667,131,47,68
16:28:14.302,1.910985,16:28:14.302,65.951968,16:28:14.302,0.00264,131,47,68
16:28:14.303,5.507276,16:28:14.303,65.968852,16:28:14.303,0.002311,131,47,68
