Time,Voltage_1,Time 1,Voltage_2,Time 2,Voltage_0
13:05:35.681,1.252509,13:05:35.681,35.847813,13:05:35.681,0.001982
13:05:35.682,1.303161,13:05:35.682,35.712741,13:05:35.682,0.002311
13:05:35.683,1.286277,13:05:35.683,35.712741,13:05:35.683,0.001653
13:05:35.684,1.269393,13:05:35.684,35.729625,13:05:35.684,0.003626
13:05:35.685,1.252509,13:05:35.685,35.932233,13:05:35.685,0.001982
13:05:35.686,1.320045,13:05:35.686,35.746509,13:05:35.686,0.002311
13:05:35.687,1.336929,13:05:35.687,35.611437,13:05:35.687,0.00264
13:05:35.688,1.370697,13:05:35.688,35.662089,13:05:35.688,0.003955
13:05:35.689,1.286277,13:05:35.689,35.780277,13:05:35.689,0.001653
13:05:35.690,1.370697,13:05:35.690,35.695857,13:05:35.690,0.001982
13:05:35.691,1.353813,13:05:35.691,35.628321,13:05:35.691,0.002311
13:05:35.692,1.320045,13:05:35.692,35.611437,13:05:35.692,0.003297
13:05:35.693,1.269393,13:05:35.693,35.746509,13:05:35.693,0.002969
13:05:35.694,1.269393,13:05:35.694,35.510133,13:05:35.694,0.003955
13:05:35.695,1.252509,13:05:35.695,35.476365,13:05:35.695,0.003297
13:05:35.696,1.303161,13:05:35.696,35.510133,13:05:35.696,0.001325
13:05:35.697,1.320045,13:05:35.697,35.645205,13:05:35.697,0.003626
13:05:35.698,1.336929,13:05:35.698,35.543901,13:05:35.698,0.003626
13:05:35.699,1.269393,13:05:35.699,35.510133,13:05:35.699,0.004612
13:05:35.700,1.269393,13:05:35.700,35.442597,13:05:35.700,0.00264
13:05:35.701,1.151205,13:05:35.701,35.611437,13:05:35.701,0.00264
13:05:35.702,1.286277,13:05:35.702,35.442597,13:05:35.702,0.00264
13:05:35.703,1.320045,13:05:35.703,35.510133,13:05:35.703,0.00264
13:05:35.704,1.269393,13:05:35.704,35.459481,13:05:35.704,0.000996
13:05:35.705,1.336929,13:05:35.705,35.611437,13:05:35.705,0.004612
13:05:35.706,1.286277,13:05:35.706,35.408829,13:05:35.706,0.001653
13:05:35.707,1.336929,13:05:35.707,35.459481,13:05:35.707,0.00264
13:05:35.708,1.320045,13:05:35.708,35.375061,13:05:35.708,0.003626
13:05:35.709,1.286277,13:05:35.709,35.459481,13:05:35.709,0.003626
13:05:35.710,1.336929,13:05:35.710,35.510133,13:05:35.710,0.00264
13:05:35.711,1.387581,13:05:35.711,35.341293,13:05:35.711,0.00264
13:05:35.712,1.320045,13:05:35.712,35.358177,13:05:35.712,0.003955
13:05:35.713,1.269393,13:05:35.713,35.510133,13:05:35.713,0.002311
13:05:35.714,1.252509,13:05:35.714,35.391945,13:05:35.714,0.003626
13:05:35.715,1.269393,13:05:35.715,35.273757,13:05:35.715,0.002311
13:05:35.716,1.269393,13:05:35.716,35.206221,13:05:35.716,0.003626
13:05:35.717,1.235625,13:05:35.717,35.510133,13:05:35.717,0.001325
13:05:35.718,1.320045,13:05:35.718,35.239989,13:05:35.718,0.002969
13:05:35.719,1.286277,13:05:35.719,35.189337,13:05:35.719,0.003626
13:05:35.720,1.286277,13:05:35.720,35.239989,13:05:35.720,0.004612
13:05:35.721,1.252509,13:05:35.721,35.307525,13:05:35.721,0.00264
13:05:35.722,1.303161,13:05:35.722,35.324409,13:05:35.722,0.002311
13:05:35.723,1.286277,13:05:35.723,35.273757,13:05:35.723,0.003297
13:05:35.724,1.286277,13:05:35.724,35.088034,13:05:35.724,0.002969
13:05:35.725,1.320045,13:05:35.725,35.341293,13:05:35.725,0.000667
13:05:35.726,1.336929,13:05:35.726,35.189337,13:05:35.726,0.003626
13:05:35.727,1.353813,13:05:35.727,35.189337,13:05:35.727,0.00264
13:05:35.728,1.353813,13:05:35.728,35.138686,13:05:35.728,0.003297
13:05:35.729,1.303161,13:05:35.729,35.307525,13:05:35.729,0.001653
13:05:35.730,1.370697,13:05:35.730,35.172453,13:05:35.730,0.003626
13:05:35.731,1.303161,13:05:35.731,35.138686,13:05:35.731,0.001653
13:05:35.732,1.320045,13:05:35.732,35.088034,13:05:35.732,0.002311
13:05:35.733,1.252509,13:05:35.733,35.273757,13:05:35.733,0.002969
13:05:35.734,1.336929,13:05:35.734,35.121802,13:05:35.734,0.002969
13:05:35.735,1.336929,13:05:35.735,35.088034,13:05:35.735,0.001653
13:05:35.736,1.320045,13:05:35.736,35.003614,13:05:35.736,0.00264
13:05:35.737,1.235625,13:05:35.737,35.104918,13:05:35.737,0.003297
13:05:35.738,1.303161,13:05:35.738,35.088034,13:05:35.738,0.001653
13:05:35.739,1.303161,13:05:35.739,35.037382,13:05:35.739,0.003955
13:05:35.740,1.269393,13:05:35.740,35.003614,13:05:35.740,0.001982
13:05:35.741,1.252509,13:05:35.741,35.104918,13:05:35.741,0.004941
13:05:35.742,1.269393,13:05:35.742,34.98673,13:05:35.742,0.003955
13:05:35.743,1.353813,13:05:35.743,34.90231,13:05:35.743,0.003626
13:05:35.744,1.370697,13:05:35.744,34.90231,13:05:35.744,0.003626
13:05:35.745,1.303161,13:05:35.745,35.003614,13:05:35.745,0.00264
13:05:35.746,1.286277,13:05:35.746,35.020498,13:05:35.746,0.003297
13:05:35.747,1.387581,13:05:35.747,34.90231,13:05:35.747,0.002311
13:05:35.748,1.370697,13:05:35.748,34.90231,13:05:35.748,0.005599
13:05:35.749,1.353813,13:05:35.749,35.003614,13:05:35.749,0.003955
13:05:35.750,1.353813,13:05:35.750,34.98673,13:05:35.750,0.002311
13:05:35.751,1.370697,13:05:35.751,34.952962,13:05:35.751,0.280146
13:05:35.752,1.421349,13:05:35.752,34.885426,13:05:35.752,4.662369
13:05:35.753,1.286277,13:05:35.753,35.020498,13:05:35.753,5.932842
13:05:35.754,1.353813,13:05:35.754,34.936078,13:05:35.754,5.944021
13:05:35.755,1.404465,13:05:35.755,34.90231,13:05:35.755,5.973284
13:05:35.756,1.387581,13:05:35.756,34.801006,13:05:35.756,6.011095
13:05:35.757,1.303161,13:05:35.757,34.969846,13:05:35.757,6.02622
13:05:35.758,1.168089,13:05:35.758,34.885426,13:05:35.758,6.037399
13:05:35.759,1.269393,13:05:35.759,34.64905,13:05:35.759,6.038714
13:05:35.760,1.235625,13:05:35.760,34.750354,13:05:35.760,6.044304
13:05:35.761,1.134321,13:05:35.761,34.90231,13:05:35.761,6.047592
13:05:35.762,1.201857,13:05:35.762,34.73347,13:05:35.762,6.051537
13:05:35.763,1.472001,13:05:35.763,34.716586,13:05:35.763,6.056141
13:05:35.764,1.826565,13:05:35.764,34.632166,13:05:35.764,6.025234
13:05:35.765,2.400621,13:05:35.765,34.801006,13:05:35.765,6.008794
13:05:35.766,3.447428,13:05:35.766,34.784122,13:05:35.766,6.017343
13:05:35.767,5.287784,13:05:35.767,34.73347,13:05:35.767,6.016685
13:05:35.768,8.512627,13:05:35.768,34.767238,13:05:35.768,6.026549
13:05:35.769,12.986886,13:05:35.769,34.851658,13:05:35.769,6.062388
13:05:35.770,18.018316,13:05:35.770,34.834774,13:05:35.770,6.065018
13:05:35.771,23.438078,13:05:35.771,34.716586,13:05:35.771,6.063374
13:05:35.772,29.246172,13:05:35.772,34.682818,13:05:35.772,6.063374
13:05:35.773,35.206221,13:05:35.773,34.81789,13:05:35.773,6.058113
13:05:35.774,41.115619,13:05:35.774,34.801006,13:05:35.774,6.064032
13:05:35.775,46.822408,13:05:35.775,34.73347,13:05:35.775,6.06173
13:05:35.776,52.546081,13:05:35.776,34.665934,13:05:35.776,6.019315
13:05:35.777,58.607433,13:05:35.777,34.64905,13:05:35.777,6.019644
13:05:35.778,64.635017,13:05:35.778,34.581514,13:05:35.778,6.022932
13:05:35.779,70.341804,13:05:35.779,34.429558,13:05:35.779,6.027206
13:05:35.780,75.727796,13:05:35.780,34.446442,13:05:35.780,6.060744
13:05:35.781,80.06698,13:05:35.781,34.615282,13:05:35.781,6.058113
13:05:35.782,81.417699,13:05:35.782,34.699702,13:05:35.782,6.058771
13:05:35.783,79.273433,13:05:35.783,34.615282,13:05:35.783,6.054825
13:05:35.784,74.748525,13:05:35.784,34.64905,13:05:35.784,6.046605
13:05:35.785,68.400146,13:05:35.785,34.851658,13:05:35.785,6.03181
13:05:35.786,60.194528,13:05:35.786,34.90231,13:05:35.786,6.017343
13:05:35.787,53.744844,13:05:35.787,34.885426,13:05:35.787,6.018329
13:05:35.788,48.291315,13:05:35.788,34.90231,13:05:35.788,6.025234
