Time,Voltage_1,Voltage_2,Voltage_0
15:59:21.398,8.428207,55.551431,6.1847
15:59:21.399,10.167258,55.551431,6.170562
15:59:21.400,13.408986,55.602083,6.165959
15:59:21.401,18.491068,55.703387,6.166616
15:59:21.402,24.619958,55.669619,6.183714
15:59:21.403,31.339787,55.500779,6.185358
15:59:21.404,38.32976,55.517663,6.185358
15:59:21.405,45.724948,55.720271,6.185358
15:59:21.406,53.001948,55.686503,6.180097
15:59:21.407,60.126992,55.635851,6.163986
15:59:21.408,66.728631,55.602083,6.162013
15:59:21.409,72.90817,55.585199,6.159712
15:59:21.410,78.192858,55.416359,6.177467
15:59:21.411,82.90349,55.365707,6.179768
15:59:21.412,87.208906,55.399475,6.180426
15:59:21.413,90.568818,55.433243,6.181412
15:59:21.414,92.94946,55.315055,6.181083
15:59:21.415,93.506631,55.315055,6.180755
15:59:21.416,92.493592,55.382591,6.177795
15:59:21.417,89.842807,55.500779,6.165301
15:59:21.418,87.529701,55.585199,6.162671
15:59:21.419,85.452971,55.517663,6.163986
15:59:21.420,82.920374,55.669619,6.170233
15:59:21.421,79.172129,55.855343,6.182727
15:59:21.422,74.140701,55.652735,6.182727
15:59:21.423,68.872898,55.517663,6.178782
15:59:21.424,66.17146,55.652735,6.175494
15:59:21.425,64.618133,55.804691,6.175823
15:59:21.426,60.751699,55.804691,6.171219
15:59:21.427,55.770923,55.922878,6.16004
15:59:21.428,51.735649,56.176138,6.156095
15:59:21.429,49.304354,56.294326,6.156752
15:59:21.430,48.814719,56.344978,6.164644
15:59:21.431,49.810874,56.378746,6.170233
15:59:21.432,51.921373,56.209906,6.169247
15:59:21.433,55.517663,56.041066,6.168589
15:59:21.434,59.56982,55.821575,6.170233
15:59:21.435,63.807701,55.770923,6.169575
15:59:21.436,68.130002,55.872227,6.168589
15:59:21.437,71.844479,55.939762,6.169247
15:59:21.438,74.258889,56.05795,6.169904
15:59:21.439,76.149896,55.905995,6.160698
15:59:21.440,78.209742,55.905995,6.150834
15:59:21.441,80.134516,56.209906,6.148861
15:59:21.442,81.198207,56.260558,6.148861
15:59:21.443,81.147555,56.193022,6.15182
15:59:21.444,80.674804,56.547586,6.163657
15:59:21.445,79.273433,56.935918,6.170562
15:59:21.446,77.010979,57.07099,6.169247
15:59:21.447,73.701718,57.40867,6.163657
15:59:21.448,70.358688,57.628161,6.161684
15:59:21.449,67.285803,57.797001,6.159383
15:59:21.450,64.955812,57.830769,6.157739
15:59:21.451,63.486905,57.645045,6.15741
15:59:21.452,63.351834,57.645045,6.156752
15:59:21.453,63.993425,57.746349,6.155108
15:59:21.454,65.259724,57.881421,6.154122
15:59:21.455,67.083195,57.864537,6.15478
15:59:21.456,69.531373,58.168449,6.156752
15:59:21.457,72.114623,58.404825,6.147546
15:59:21.458,74.140701,58.506129,6.143929
15:59:21.459,75.238161,58.472361,6.139984
15:59:21.569,21.783447,65.648056,0.000996
15:59:21.570,20.230119,65.648056,0.004612
15:59:21.571,18.187156,65.563636,0.00264
15:59:21.572,15.874049,65.648056,0.001982
15:59:21.573,13.375218,65.800012,0.003626
15:59:21.574,10.960806,65.631172,0.001325
15:59:21.575,8.613931,65.648056,0.002311
15:59:21.576,6.402128,65.766244,0.002311
15:59:21.577,4.4267,65.563636,0.002969
15:59:21.578,2.468157,65.394796,0.003626
15:59:21.579,0.830409,65.192188,0.003297
15:59:21.580,-0.587847,65.040232,0.001982
15:59:21.581,-1.685306,64.922044,0.002311
15:59:21.582,-2.411318,64.702553,0.003297
15:59:21.583,-2.79965,64.347989,0.00264
15:59:21.584,-2.985374,64.331105,0.00264
15:59:21.585,-3.05291,64.162265,0.003626
15:59:21.586,-2.934722,64.027193,0.001982
15:59:21.587,-2.63081,63.824585,0.002969
15:59:21.588,-1.972334,64.010309,0.001982
15:59:21.589,-0.790455,64.010309,0.001982
15:59:21.590,0.745989,64.044077,0.001653
15:59:21.591,2.552577,64.297337,0.002311
15:59:21.592,4.34228,64.381757,0.003626
15:59:21.593,6.19952,64.381757,0.001982
15:59:21.594,7.972339,64.432409,0.002311
15:59:21.595,9.829579,64.331105,0.003297
15:59:21.596,11.433558,64.533713,0.002969
15:59:21.597,12.885582,64.364873,0.003626
15:59:21.598,14.016809,64.398641,0.003297
15:59:21.599,14.894777,64.060961,0.001653
15:59:21.600,15.451949,64.010309,0.002311
15:59:21.601,15.654557,63.807701,0.002311
15:59:21.602,15.654557,63.537557,0.001982
15:59:21.603,15.401297,63.267414,0.001982
15:59:21.604,15.131153,63.149226,0.002969
15:59:21.605,14.506445,63.098574,0.002969
15:59:21.606,13.662245,63.014154,0.003297
15:59:21.607,12.682974,62.929734,0.001325
15:59:21.608,11.551746,63.132342,0.004612
15:59:21.609,10.21791,63.16611,0.001982
15:59:21.610,8.900959,63.351834,0.00264
15:59:21.611,7.617775,63.301182,0.001982
15:59:21.612,6.351476,63.503789,0.000996
15:59:21.613,5.321552,63.672629,0.003626
15:59:21.614,4.308512,63.757049,0.001653
15:59:21.615,3.481196,63.638861,0.00264
15:59:21.616,2.839604,63.672629,0.000996
15:59:21.617,2.164245,63.790817,0.00264
15:59:21.618,1.775913,63.706397,0.00264
15:59:21.619,1.505769,63.554441,0.001325
15:59:21.620,1.438233,63.621977,0.002311
15:59:21.621,1.488885,63.571325,0.001653
15:59:21.622,1.843449,63.486905,0.00264
15:59:21.623,2.400621,63.41937,0.001982
15:59:21.624,2.99156,63.351834,0.00264
15:59:21.625,3.768224,63.284298,0.003297
15:59:21.626,4.612424,63.233646,0.002969
15:59:21.627,5.557928,63.132342,0.003297
15:59:21.628,6.45278,63.16611,0.001982
15:59:21.629,7.448935,63.25053,0.000996
15:59:21.630,8.377555,63.351834,0.003297
15:59:21.631,9.221755,63.267414,0.002969
15:59:21.632,9.897115,63.41937,0.00264
15:59:21.633,10.454286,63.638861,0.002311
15:59:21.634,10.80885,63.773933,0.00264
15:59:21.635,11.112762,63.706397,0.001982
15:59:21.636,11.298486,63.740165,0.001982
15:59:21.637,11.23095,63.841469,0.003297
15:59:21.638,11.14653,63.841469,0.001982
15:59:21.639,10.960806,63.757049,0.00264
15:59:21.640,10.606242,63.706397,0.001982
15:59:21.641,10.150375,63.841469,0.002311
15:59:21.642,9.728275,63.807701,0.000996
15:59:21.643,9.086683,63.571325,0.001982
15:59:21.644,8.428207,63.723281,0.002969
15:59:21.645,7.668427,63.790817,0.002969
15:59:21.646,7.009951,63.807701,0.001653
15:59:21.647,6.317708,63.740165,0.00264
15:59:21.648,5.743652,63.858353,0.003626
15:59:21.649,5.152712,64.094729,0.002311
15:59:21.650,4.67996,64.145381,0.001982
15:59:21.651,4.409816,64.111613,0.002311
15:59:21.652,4.122788,64.212917,0.003626
15:59:21.653,3.970832,64.347989,0.001982
15:59:21.654,3.987716,64.381757,0.001653
15:59:21.655,4.17344,64.263569,0.002311
15:59:21.656,4.392932,64.212917,0.002969
15:59:21.657,4.67996,64.449293,0.002311
15:59:21.658,5.118944,64.449293,0.000996
15:59:21.659,5.557928,64.280453,0.001325
15:59:21.660,5.94626,64.196033,0.002311
15:59:21.661,6.435896,64.196033,0.002969
15:59:21.662,6.942415,64.196033,0.002311
15:59:21.663,7.465819,63.892121,0.003626
15:59:21.664,7.887919,63.959657,0.003297
15:59:21.665,8.343787,64.077845,0.00264
15:59:21.666,8.782771,64.094729,0.002311
15:59:21.667,9.137335,63.976541,0.002311
15:59:21.668,9.390595,64.077845,0.001653
15:59:21.785,6.503432,61.866043,0.001653
15:59:21.786,6.351476,61.899811,0.003626
15:59:21.787,6.28394,61.967347,0.002969
15:59:21.788,6.098216,61.916695,0.002311
15:59:21.789,6.064448,61.815391,0.002969
15:59:21.790,5.980028,61.747855,0.001982
15:59:21.791,5.963144,61.849159,0.002311
15:59:21.792,5.895608,61.866043,0.00264
15:59:21.793,6.013796,61.866043,0.003626
15:59:21.794,6.064448,62.034882,0.001982
15:59:21.795,6.047564,62.06865,0.002969
15:59:21.796,6.148868,62.051766,0.001653
15:59:21.797,6.250172,61.832275,0.002969
15:59:21.798,6.351476,62.051766,0.001325
15:59:21.799,6.385244,62.001115,0.001653
15:59:21.800,6.554084,61.832275,0.001982
15:59:21.801,6.604735,61.815391,0.001325
15:59:21.802,6.655387,61.916695,0.002311
15:59:21.803,6.706039,61.984231,0.001982
15:59:21.804,6.756691,61.899811,0.003626
15:59:21.805,6.874879,61.798507,0.002969
15:59:21.806,6.891763,61.967347,0.001982
15:59:21.807,6.891763,61.933579,0.003297
15:59:21.808,6.925531,61.984231,0.003297
15:59:21.809,6.891763,62.085534,0.001982
15:59:21.810,6.908647,62.034882,0.002969
15:59:21.811,6.891763,61.849159,0.002311
15:59:21.812,6.891763,61.798507,0.003297
15:59:21.813,6.908647,61.832275,0.002311
15:59:21.814,6.857995,61.866043,0.001325
15:59:21.815,6.722923,62.051766,0.00264
15:59:21.816,6.739807,61.967347,0.001982
15:59:21.817,6.672271,61.933579,0.004612
15:59:21.818,6.554084,61.933579,0.001653
15:59:21.819,6.587851,61.933579,0.000996
15:59:21.820,6.503432,61.899811,0.001982
15:59:21.821,6.435896,61.697203,0.002311
15:59:21.822,6.36836,61.832275,0.001653
15:59:21.823,6.28394,61.882927,0.001982
15:59:21.824,6.233288,61.815391,0.000996
15:59:21.825,6.267056,61.579015,0.003297
15:59:21.826,6.250172,61.815391,0.001653
15:59:21.827,6.267056,61.747855,0.00264
15:59:21.828,6.233288,61.747855,0.003955
15:59:21.829,6.300824,61.528363,0.003297
15:59:21.830,6.300824,61.612783,0.00264
15:59:21.831,6.351476,61.460827,0.001325
15:59:21.832,6.36836,61.494595,0.00264
15:59:21.833,6.45278,61.460827,0.002969
15:59:21.834,6.435896,61.579015,0.001982
15:59:21.835,6.45278,61.595899,0.001653
15:59:21.836,6.486548,61.629667,0.00264
15:59:21.837,6.554084,61.494595,0.002969
15:59:21.838,6.5372,61.528363,0.00264
15:59:21.839,6.570967,61.579015,0.002311
15:59:21.840,6.469664,61.562131,0.001982
15:59:21.841,6.520316,61.393291,0.002969
15:59:21.842,6.554084,61.528363,0.001653
15:59:21.843,6.469664,61.562131,0.003955
15:59:21.844,6.435896,61.494595,0.003626
15:59:21.845,6.503432,61.342639,0.001653
15:59:21.846,6.45278,61.410175,0.00264
15:59:21.847,6.402128,61.477711,0.00264
15:59:21.848,6.36836,61.376407,0.000996
15:59:21.849,6.351476,61.173799,0.00264
15:59:21.850,6.334592,61.140031,0.002311
15:59:21.851,6.351476,61.275103,0.00264
15:59:21.852,6.233288,61.308871,0.000996
15:59:21.853,6.28394,61.140031,0.00264
15:59:21.854,6.317708,61.291987,0.003297
15:59:21.855,6.19952,61.275103,0.001982
15:59:21.856,6.250172,61.258219,0.001325
15:59:21.857,6.317708,61.038727,0.003297
15:59:21.858,6.300824,61.241335,0.003297
15:59:21.859,6.267056,61.106263,0.003297
15:59:21.860,6.19952,61.140031,0.003297
15:59:21.861,6.250172,61.004959,0.003297
15:59:21.862,6.28394,61.106263,0.003297
15:59:21.863,6.250172,61.089379,0.00264
15:59:21.864,6.28394,60.988075,0.002969
15:59:21.865,6.233288,60.903655,0.001982
15:59:21.866,6.334592,60.886771,0.001982
15:59:21.867,6.216404,61.123147,0.001982
15:59:21.868,6.317708,60.988075,0.001982
15:59:21.869,6.317708,60.836119,0.00264
15:59:21.870,6.233288,60.853003,0.00264
15:59:21.871,6.402128,60.903655,0.002969
15:59:21.872,6.36836,60.954307,0.001653
15:59:21.873,6.385244,60.717931,0.002311
15:59:21.874,6.45278,60.836119,0.002311
15:59:21.875,6.419012,60.836119,0.002969
15:59:21.876,6.402128,60.954307,0.002969
15:59:21.877,6.469664,60.701047,0.004612
15:59:21.878,6.435896,60.717931,0.001982
15:59:21.879,6.317708,60.853003,0.004612
15:59:21.880,6.334592,60.937423,0.00264
15:59:21.881,6.351476,60.667279,0.002311
15:59:21.882,6.300824,60.565975,0.003626
15:59:21.883,6.28394,60.768583,0.00264
15:59:21.884,6.19952,60.701047,0.002969
15:59:21.994,5.676116,59.671124,0.002311
15:59:21.995,5.693,59.451632,0.00264
15:59:21.996,5.676116,59.40098,0.002311
15:59:21.997,5.794304,59.56982,0.001982
15:59:21.998,5.693,59.620472,0.00264
15:59:21.999,5.760536,59.434748,0.00264
15:59:22.000,5.743652,59.468516,0.002311
15:59:22.001,5.693,59.603588,0.002311
15:59:22.002,5.743652,59.502284,0.002969
15:59:22.003,5.709884,59.367212,0.001982
15:59:22.004,5.676116,59.40098,0.00264
15:59:22.005,5.693,59.384096,0.00264
15:59:22.006,5.709884,59.468516,0.00264
15:59:22.007,5.709884,59.249024,0.00264
15:59:22.008,5.726768,59.249024,0.001982
15:59:22.009,5.693,59.350328,0.000996
15:59:22.010,5.726768,59.350328,0.001982
15:59:22.011,5.794304,59.198372,0.001982
15:59:22.012,5.811188,59.215256,0.003955
15:59:22.013,5.743652,59.384096,0.001982
15:59:22.014,5.794304,59.31656,0.00264
15:59:22.015,5.760536,59.249024,0.001325
15:59:22.016,5.77742,59.215256,0.001982
15:59:22.017,5.828072,59.384096,0.001982
15:59:22.018,5.794304,59.265908,0.003297
15:59:22.019,5.77742,59.113952,0.002969
15:59:22.020,5.794304,59.215256,0.000996
15:59:22.021,5.726768,59.31656,0.001653
15:59:22.022,5.676116,59.249024,0.002311
15:59:22.023,5.743652,59.046416,0.000996
15:59:22.024,5.676116,59.029533,0.001653
15:59:22.025,5.642348,59.23214,0.00264
15:59:22.026,5.676116,59.14772,0.00264
15:59:22.027,5.709884,58.995765,0.00264
15:59:22.028,5.726768,58.978881,0.002311
15:59:22.029,5.574812,59.130836,0.002969
15:59:22.030,5.625464,59.113952,0.003297
15:59:22.031,5.676116,58.911345,0.002311
15:59:22.032,5.659232,58.860693,0.001982
15:59:22.033,5.60858,59.029533,0.004284
15:59:22.034,5.642348,59.046416,0.002311
15:59:22.035,5.625464,58.945113,0.003626
15:59:22.036,5.676116,58.810041,0.001982
15:59:22.037,5.642348,58.826925,0.001325
15:59:22.038,5.659232,58.995765,0.002969
15:59:22.039,5.709884,58.928229,0.001982
15:59:22.040,5.591696,58.945113,0.002311
15:59:22.041,5.642348,58.810041,0.001325
15:59:22.042,5.557928,59.046416,0.002311
15:59:22.043,5.557928,58.843809,0.002311
15:59:22.044,5.591696,58.691853,0.001653
15:59:22.045,5.541044,58.928229,0.001325
15:59:22.046,5.557928,58.860693,0.001982
15:59:22.047,5.507276,58.742505,0.003955
15:59:22.048,5.52416,58.674969,0.001325
15:59:22.049,5.473508,58.826925,0.001982
15:59:22.050,5.473508,58.776273,0.00264
15:59:22.051,5.490392,58.691853,0.003626
15:59:22.052,5.574812,58.691853,0.001653
15:59:22.053,5.507276,58.793157,0.00264
15:59:22.054,5.557928,58.860693,0.002311
15:59:22.055,5.541044,58.826925,0.001982
15:59:22.056,5.574812,58.641201,0.001653
15:59:22.057,5.557928,58.776273,0.003626
15:59:22.058,5.557928,58.843809,0.001982
15:59:22.059,5.557928,58.691853,0.001982
15:59:22.060,5.541044,58.708737,0.003955
15:59:22.061,5.52416,58.894461,0.002311
15:59:22.062,5.456624,58.776273,0.001982
15:59:22.063,5.507276,58.725621,0.003955
15:59:22.064,5.456624,58.590549,0.001653
15:59:22.065,5.405972,58.691853,0.001982
15:59:22.066,5.389088,58.759389,0.001982
15:59:22.067,5.490392,58.539897,0.002311
15:59:22.068,5.473508,58.556781,0.002311
15:59:22.069,5.422856,58.658085,0.001653
15:59:22.070,5.456624,58.708737,0.001982
15:59:22.071,5.422856,58.472361,0.002311
15:59:22.072,5.52416,58.573665,0.001653
15:59:22.073,5.473508,58.641201,0.00264
15:59:22.074,5.591696,58.472361,0.00264
15:59:22.075,5.52416,58.455477,0.001982
15:59:22.076,5.52416,58.489245,0.003297
15:59:22.077,5.625464,58.624317,0.001325
15:59:22.078,5.541044,58.674969,0.00264
15:59:22.079,5.574812,58.658085,0.002969
15:59:22.080,5.557928,58.556781,0.001325
15:59:22.081,5.541044,58.607433,0.003297
15:59:22.082,5.490392,58.658085,0.001982
15:59:22.083,5.574812,58.506129,0.002311
15:59:22.084,5.490392,58.303521,0.003297
15:59:22.085,5.422856,58.438593,0.001982
15:59:22.086,5.456624,58.573665,0.002311
15:59:22.087,5.456624,58.404825,0.002969
15:59:22.088,5.456624,58.337289,0.002311
15:59:22.089,5.405972,58.438593,0.000338
15:59:22.090,5.43974,58.455477,0.002311
15:59:22.091,5.405972,58.337289,0.001325
15:59:22.092,5.473508,58.354173,0.002311
15:59:22.093,5.389088,58.489245,0.00264
15:59:22.202,5.18648,57.07099,0.00264
15:59:22.203,5.135828,57.23983,0.00264
15:59:22.204,5.18648,57.07099,0.002969
15:59:22.205,5.118944,57.15541,0.001982
15:59:22.206,5.152712,57.206062,0.001653
15:59:22.207,5.085176,57.206062,0.001653
